budget,popularity,revenue,runtime,title,avg_rating,ratings,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,release_year,director,actor_1,actor_2,actor_3,success,director_success_rate,actor_1_success_rate,actor_2_success_rate,actor_3_success_rate
20000000,7.902536,31678778,158.0,Paint Your Wagon,6.2,63,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1969,Joshua Logan,Lee Marvin,Clint Eastwood,Jean Seberg,1,1.0,0.5,1.0,1.0
20000000,30.909699,54586584,128.0,Milk,7.1,612,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2008,Gus Van Sant,Sean Penn,Emile Hirsch,James Franco,1,0.6,0.75,0.5,1.0
20000000,16.663797,46069568,107.0,Risen,5.7,295,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,Kevin Reynolds,Tom Felton,Cliff Curtis,Joseph Fiennes,1,0.8,1.0,1.0,1.0
35000000,27.724913,68349884,91.0,Ghost Ship,5.3,531,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2002,Steve Beck,Gabriel Byrne,Julianna Margulies,Desmond Harrington,1,1.0,1.0,0.6666666666666666,1.0
19000000,17.971883,35387212,108.0,A Very Harold & Kumar Christmas,6.0,328,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,Todd Strauss-Schulson,Neil Patrick Harris,John Cho,Elias Koteas,1,1.0,1.0,1.0,0.3333333333333333
20000000,25.041992,67200000,108.0,Wild Things,6.3,444,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1998,John McNaughton,Matt Dillon,Kevin Bacon,Denise Richards,1,1.0,1.0,1.0,0.5
20000000,14.857884,45636368,113.0,The Debt,6.3,257,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,John Madden,Helen Mirren,Ciarán Hinds,Tom Wilkinson,1,0.8,0.8333333333333334,1.0,0.6666666666666666
30000000,23.982956,47126295,113.0,High Fidelity,7.0,628,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2000,Stephen Frears,John Cusack,Iben Hjejle,Todd Louiso,1,0.75,0.7,1.0,1.0
20000000,30.387754,64822796,112.0,The Bank Job,6.6,697,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2008,Roger Donaldson,Jason Statham,Saffron Burrows,Stephen Campbell Moore,1,0.6666666666666666,0.6666666666666666,0.5,1.0
20000000,56.481487,72258126,108.0,Eternal Sunshine of the Spotless Mind,7.9,3652,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2004,Michel Gondry,Jim Carrey,Kate Winslet,Kirsten Dunst,1,1.0,0.8,0.4,1.0
20000000,19.962713,32005248,105.0,You Again,6.0,368,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010,Andy Fickman,Kristen Bell,Sigourney Weaver,Betty White,1,1.0,0.75,1.0,1.0
20000000,18.666876,65569869,109.0,Street Kings,6.3,363,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2008,David Ayer,Keanu Reeves,Forest Whitaker,Chris Evans,1,0.8333333333333334,0.7142857142857143,0.75,0.5
20000000,55.964605,46089287,109.0,The World's End,6.7,1778,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,Edgar Wright,Simon Pegg,Nick Frost,Martin Freeman,1,0.75,1.0,1.0,1.0
20000000,28.019226,51416464,98.0,Daybreakers,6.0,634,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,2009,Michael Spierig,Ethan Hawke,Sam Neill,Willem Dafoe,1,1.0,0.5555555555555556,0.3333333333333333,0.5
20000000,16.176976,49779728,104.0,She's Out of My League,5.9,525,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010,Jim Field Smith,Alice Eve,Jay Baruchel,Mike Vogel,1,1.0,1.0,0.5,1.0
20000000,17.237143,17425000,109.0,Monte Carlo,6.0,593,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2011,Thomas Bezucha,Selena Gomez,Katie Cassidy,Cory Monteith,0,0.0,0.0,0.5,0.0
9000000,4.34503,27105095,100.0,Stay Alive,5.3,155,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2006,William Brent Bell,Jon Foster,Samaire Armstrong,Frankie Muniz,1,1.0,1.0,0.5,1.0
20000000,12.300789,39300000,88.0,Alpha and Omega,5.3,124,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2010,Ben Gluck,Hayden Panettiere,Justin Long,Dennis Hopper,1,1.0,0.5,0.625,0.4
20000000,15.804814,37597471,97.0,The Covenant,5.2,288,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,2006,Renny Harlin,Steven Strait,Laura Ramsey,Jessica Lucas,1,0.26666666666666666,1.0,1.0,1.0
40000000,4.100942,28972508,89.0,Shorts,5.1,44,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2009,Robert Rodriguez,Jimmy Bennett,Kat Dennings,Jolie Vanier,0,0.625,0.0,0.3333333333333333,0.0
20000000,12.309715,21284514,106.0,To Die For,6.7,175,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1995,Gus Van Sant,Nicole Kidman,Matt Dillon,Joaquin Phoenix,0,0.6,0.3333333333333333,0.0,0.0
20000000,62.933899,83707310,96.0,Nerve,7.1,2181,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016,Henry Joost,Emma Roberts,Dave Franco,Emily Meade,1,1.0,1.0,0.5,1.0
20000000,16.074397,20211394,115.0,Appaloosa,6.3,299,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,Ed Harris,Viggo Mortensen,Ed Harris,Renée Zellweger,0,0.0,0.16666666666666666,0.5,0.75
806948,93.067866,32000000,109.0,Psycho,8.2,2320,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1960,Alfred Hitchcock,Anthony Perkins,Vera Miles,John Gavin,1,0.875,1.0,1.0,1.0
20000000,17.145287,36620508,101.0,My Best Friend's Girl,5.4,220,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2008,Howard Deutch,Dane Cook,Kate Hudson,Alec Baldwin,1,0.5,1.0,0.6,0.4
20000000,27.256849,34077920,103.0,Endless Love,6.7,542,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,Shana Feste,Alex Pettyfer,Gabriella Wilde,Robert Patrick,1,0.5,0.75,1.0,0.75
20000000,0.173964,2297493,98.0,Under the Rainbow,4.9,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,Steve Rash,Chevy Chase,Carrie Fisher,Eve Arden,0,0.0,0.5,0.0,0.0
20000000,14.370111,18432000,121.0,Ladyhawke,6.8,260,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1985,Richard Donner,Matthew Broderick,Rutger Hauer,Michelle Pfeiffer,0,0.5,0.2,0.3333333333333333,0.6666666666666666
20000000,11.090254,18253415,114.0,Simon Birch,6.5,52,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1998,Mark Steven Johnson,Jim Carrey,Ashley Judd,Ian Michael Smith,0,0.5,0.8,0.6666666666666666,0.0
20000000,20.82778,22222308,124.0,Reign Over Me,7.1,334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,Mike Binder,Adam Sandler,Don Cheadle,Jada Pinkett Smith,0,0.5,0.7619047619047619,0.8,0.6666666666666666
15000000,43.644978,56255142,148.0,Into the Wild,7.8,3045,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,Sean Penn,Emile Hirsch,Marcia Gay Harden,William Hurt,1,0.5,0.3333333333333333,1.0,1.0
20000000,8.244324,17807569,100.0,School for Scoundrels,5.6,111,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2006,Todd Phillips,Billy Bob Thornton,Jon Heder,Jacinda Barrett,0,0.8571428571428571,0.4,0.0,0.0
20000000,23.292761,52302796,94.0,Silent Hill: Revelation 3D,5.0,432,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2012,Michael J. Bassett,Adelaide Clemens,Kit Harington,Sean Bean,1,1.0,1.0,1.0,0.6666666666666666
19000000,64.181668,25836616,108.0,From Dusk Till Dawn,6.9,1603,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1996,Robert Rodriguez,George Clooney,Quentin Tarantino,Harvey Keitel,0,0.625,0.7619047619047619,0.0,0.6666666666666666
20000000,13.658985,100914445,99.0,Kung Fu Hustle,7.2,831,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2004,Stephen Chow,Stephen Chow,Yuen Wah,Yuen Qiu,1,1.0,1.0,1.0,1.0
20000000,10.446722,73276047,128.0,The Kite Runner,7.3,394,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,Marc Forster,Khalid Abdalla,Atossa Leoni,Shaun Toub,1,0.8571428571428571,1.0,1.0,1.0
20000000,32.243357,60427839,124.0,21 Grams,7.2,918,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2003,Alejandro González Iñárritu,Sean Penn,Naomi Watts,Benicio del Toro,1,1.0,0.75,0.25,1.0
20000000,9.149089,16605763,84.0,Paparazzi,5.8,52,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2004,Paul Abascal,Cole Hauser,Robin Tunney,Dennis Farina,0,0.0,0.0,0.5,0.0
20000000,5.596835,17432163,101.0,A Guy Thing,5.3,83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2003,Chris Koch,Jason Lee,Julia Stiles,Selma Blair,0,0.0,0.5,0.6666666666666666,0.5
20000000,10.50098,17436509,120.0,Capitalism: A Love Story,7.0,167,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,Michael Moore,Michael Moore,Thora Birch,William Black,0,0.8,0.75,0.0,0.0
20000000,3.011205,15473333,199.0,The Greatest Story Ever Told,6.5,41,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1965,George Stevens,Max von Sydow,Michael Anderson Jr.,Carroll Baker,0,0.0,0.0,0.0,0.0
19500000,15.012237,34854990,111.0,Secret in Their Eyes,6.2,336,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,Billy Ray,Chiwetel Ejiofor,Nicole Kidman,Julia Roberts,1,0.5,1.0,0.6666666666666666,0.75
25000000,16.238961,14109284,87.0,Disaster Movie,3.0,240,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,Jason Friedberg,Matt Lanter,Vanessa Lachey,Nicole Ari Parker,0,0.8,0.0,0.0,0.0
20000000,15.21229,22942221,88.0,Armored,5.5,208,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,Nimród Antal,Columbus Short,Laurence Fishburne,Skeet Ulrich,0,0.3333333333333333,0.5,0.42857142857142855,0.0
20000000,6.397042,13801755,97.0,The Man Who Knew Too Little,6.5,125,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1997,Jon Amiel,Bill Murray,Peter Gallagher,Joanne Whalley,0,0.3333333333333333,0.7142857142857143,0.0,0.0
20000000,19.220789,30426096,106.0,What's Your Number?,6.2,671,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2011,Mark Mylod,Chris Evans,Anna Faris,Martin Freeman,1,1.0,1.0,0.8,1.0
20000000,35.232278,32204030,95.0,Lockout,5.8,715,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2012,Stephen St. Leger,Guy Pearce,Maggie Grace,Joseph Gilgun,1,1.0,1.0,1.0,1.0
20000000,35.542809,34560577,96.0,Crank: High Voltage,5.9,861,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,Brian Taylor,Jason Statham,Amy Smart,Dwight Yoakam,1,0.75,0.6666666666666666,0.6666666666666666,0.3333333333333333
20000000,3.476925,13391174,123.0,One Night with the King,6.1,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,Michael O. Sajbel,Tiffany Dupont,Peter O'Toole,Luke Goss,0,0.0,0.0,0.5,0.0
30000000,5.133744,27674124,101.0,The Quiet American,6.4,81,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2002,Phillip Noyce,Michael Caine,Brendan Fraser,Đỗ Thị Hải Yến,0,0.8571428571428571,0.3333333333333333,0.25,0.0
20000000,14.031377,12482775,101.0,The Weather Man,6.0,289,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,Gore Verbinski,Nicolas Cage,Michael Caine,Hope Davis,0,0.7142857142857143,0.46153846153846156,0.4,0.5
20000000,17.227376,12398628,96.0,Undisputed,6.1,139,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2002,Walter Hill,Wesley Snipes,Ving Rhames,Peter Falk,0,0.25,0.5,0.5,0.5
20000000,15.66135,17280326,108.0,12 Rounds,5.7,220,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,Renny Harlin,John Cena,Aidan Gillen,Ashley Scott,0,0.26666666666666666,0.0,0.0,0.0
20000000,19.705311,24145613,116.0,Let Me In,6.7,641,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2010,Matt Reeves,Kodi Smit-McPhee,Chloë Grace Moretz,Richard Jenkins,0,0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333
20000000,29.371987,12639297,115.0,Triple 9,5.6,797,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,John Hillcoat,Casey Affleck,Chiwetel Ejiofor,Woody Harrelson,0,0.3333333333333333,0.0,0.0,0.16666666666666666
20000000,11.352693,10686841,96.0,Deconstructing Harry,7.3,187,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,Woody Allen,Woody Allen,Kirstie Alley,Billy Crystal,0,0.9166666666666666,0.8333333333333334,0.0,0.0
20000000,30.477114,36606743,100.0,Burnt,6.3,950,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,John Wells,Bradley Cooper,Sienna Miller,Lily James,1,1.0,0.75,1.0,1.0
20000000,12.643703,16974459,105.0,Death Sentence,6.5,297,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2007,James Wan,Kevin Bacon,Garrett Hedlund,Kelly Preston,0,0.8333333333333334,0.8,0.0,0.6666666666666666
20000000,9.36146,10337477,84.0,Code Name: The Cleaner,4.7,78,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,Les Mayfield,Cedric the Entertainer,Lucy Liu,Nicollette Sheridan,0,0.5,0.5,0.4,0.0
20000000,6.102663,11341016,98.0,Connie and Carla,6.4,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,Michael Lembeck,Nia Vardalos,Toni Collette,David Duchovny,0,0.5,0.3333333333333333,0.75,0.0
8000000,0.709143,20000000,149.0,Sweet Charity,6.5,15,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1969,Bob Fosse,Shirley MacLaine,John McMartin,Ricardo Montalban,1,1.0,0.5,1.0,1.0
20000000,45.742217,11110975,148.0,Inherent Vice,6.5,833,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2014,Paul Thomas Anderson,Joaquin Phoenix,Josh Brolin,Owen Wilson,0,0.3333333333333333,0.42857142857142855,0.0,0.4
20000000,8.237336,16549477,110.0,Battle of the Year,5.9,88,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2013,Benson Lee,Josh Holloway,Josh Peck,Chris Brown,0,0.0,0.0,0.0,0.0
20000000,2.605374,7000000,83.0,An American Carol,4.1,20,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008,David Zucker,Kevin Farley,Kelsey Grammer,Leslie Nielsen,0,0.75,0.0,0.0,0.0
12000000,29.072964,15008161,107.0,Machete Kills,5.3,631,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,Robert Rodriguez,Danny Trejo,Mel Gibson,Amber Heard,0,0.625,0.5,0.6,0.0
20000000,12.232048,6420319,106.0,Little Boy,7.0,185,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,Alejandro Monteverde,Jakob Salvati,Emily Watson,Cary-Hiroyuki Tagawa,0,0.0,0.0,0.0,0.0
15000000,27.133277,27462041,99.0,A Dangerous Method,6.2,571,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2011,David Cronenberg,Keira Knightley,Viggo Mortensen,Michael Fassbender,1,0.5,0.8,0.3333333333333333,0.6666666666666666
8700000,26.093043,7659918,100.0,A Scanner Darkly,6.8,532,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2006,Richard Linklater,Keanu Reeves,Winona Ryder,Woody Harrelson,0,0.7,0.7142857142857143,0.6666666666666666,0.16666666666666666
20000000,9.292987,10442808,96.0,Alone in the Dark,3.1,173,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2005,Uwe Boll,Christian Slater,Tara Reid,Stephen Dorff,0,0.0,0.0,0.5,0.0
20000000,7.716606,5210988,111.0,Bandslam,5.4,126,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2009,Todd Graff,Vanessa Hudgens,Aly Michalka,Gaelan Connell,0,0.0,0.0,0.0,0.0
20000000,37.629309,12007070,125.0,A Most Violent Year,6.5,546,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,J.C. Chandor,Oscar Isaac,Jessica Chastain,Albert Brooks,0,0.3333333333333333,0.5,0.5,0.0
20000000,13.032308,4001121,135.0,I'm Not There.,6.6,195,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2007,Todd Haynes,Cate Blanchett,Heath Ledger,Julianne Moore,0,0.5,0.42857142857142855,0.75,0.2
20000000,15.131867,16863583,93.0,The Cold Light of Day,4.8,271,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2012,Mabrouk El Mechri,Henry Cavill,Verónica Echegui,Sigourney Weaver,0,0.0,0.3333333333333333,0.0,0.3333333333333333
20000000,10.218307,5530764,114.0,The Brothers Bloom,6.8,203,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2008,Rian Johnson,Rachel Weisz,Adrien Brody,Mark Ruffalo,0,0.5,0.0,0.5,0.5
26500000,60.732738,159375308,134.0,Princess Mononoke,8.2,1983,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1997,Hayao Miyazaki,Yōji Matsuda,Yuriko Ishida,Yūko Tanaka,1,1.0,1.0,1.0,1.0
2000000,14.617944,5048693,104.0,The Proposition,7.1,218,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2005,John Hillcoat,Guy Pearce,Ray Winstone,Emily Watson,1,0.3333333333333333,1.0,0.5,0.5
20000000,5.65327,1675706,84.0,Marci X,3.3,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,Richard Benjamin,Lisa Kudrow,Damon Wayans,Richard Benjamin,0,0.0,0.0,0.0,0.0
20000000,44.566609,5359645,107.0,Equilibrium,6.9,1552,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2002,Kurt Wimmer,Christian Bale,Taye Diggs,Emily Watson,0,0.0,0.6875,0.6666666666666666,0.5
40000000,8.978408,7400000,125.0,The Children of Huang Shi,6.5,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2008,Roger Spottiswoode,Jonathan Rhys Meyers,Radha Mitchell,Chow Yun-fat,0,0.3333333333333333,0.5,0.75,0.0
10000000,11.267676,3727746,122.0,By the Sea,5.4,156,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,Angelina Jolie,Angelina Jolie,Brad Pitt,Mélanie Laurent,0,0.3333333333333333,0.6363636363636364,0.9166666666666666,0.5
20000000,3.581906,305070,107.0,Rapa Nui,6.2,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,Kevin Reynolds,Jason Scott Lee,Esai Morales,Sandrine Holt,0,0.8,0.0,0.0,0.0
20000000,10.617236,4634062,107.0,Dylan Dog: Dead of Night,4.5,139,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,2011,Kevin Munroe,Brandon Routh,Peter Stormare,Sam Huntington,0,0.5,0.0,0.0,0.0
20000000,3.620537,346594,110.0,The Tempest,6.0,31,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2010,Julie Taymor,Helen Mirren,Felicity Jones,Reeve Carney,0,0.5,0.8333333333333334,0.6666666666666666,0.0
27220000,28.060472,5496951,105.0,The Frozen Ground,6.1,465,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,Scott Walker,Nicolas Cage,Vanessa Hudgens,John Cusack,0,0.0,0.46153846153846156,0.5,0.5
22000000,45.707835,424208848,181.0,Dances with Wolves,7.6,1046,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,Kevin Costner,Kevin Costner,Mary McDonnell,Graham Greene,1,0.6666666666666666,0.47058823529411764,1.0,1.0
20000000,28.497242,216197492,92.0,Bad Teacher,5.4,1584,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,Jake Kasdan,Cameron Diaz,Jason Segel,Justin Timberlake,1,0.5,0.9090909090909091,1.0,0.6666666666666666
19000000,11.47316,110879513,113.0,Sea of Love,6.7,141,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1989,Harold Becker,Al Pacino,Ellen Barkin,John Goodman,1,0.5,0.6,0.5,0.6
19000000,25.28132,70067909,95.0,A Cinderella Story,6.1,713,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,Mark Rosman,Hilary Duff,Jennifer Coolidge,Chad Michael Murray,1,1.0,0.6666666666666666,1.0,1.0
14000000,45.99611,173046663,111.0,Scream,7.0,1476,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1996,Wes Craven,David Arquette,Neve Campbell,Courteney Cox,1,0.6,0.8,1.0,0.8333333333333334
19000000,78.699993,44017374,144.0,The Shining,8.1,3757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1980,Stanley Kubrick,Jack Nicholson,Shelley Duvall,Danny Lloyd,1,1.0,0.7777777777777778,1.0,1.0
19000000,76.603233,381109762,116.0,Back to the Future,8.0,6079,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1985,Robert Zemeckis,Michael J. Fox,Christopher Lloyd,Lea Thompson,1,1.0,0.8333333333333334,0.8,0.75
19000000,13.664614,40846082,93.0,House on Haunted Hill,5.5,209,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1999,William Malone,Geoffrey Rush,Famke Janssen,Taye Diggs,1,0.5,0.3333333333333333,0.5,1.0
19000000,27.494037,49830607,101.0,The Switch,5.9,583,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2010,Josh Gordon,Jason Bateman,Jennifer Aniston,Jeff Goldblum,1,1.0,0.7142857142857143,0.7333333333333333,0.75
18000000,18.47518,101564935,95.0,Just Married,5.3,404,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,Shawn Levy,Ashton Kutcher,Brittany Murphy,Christian Kane,1,0.9,0.8,1.0,1.0
19100000,10.559414,5728213,109.0,The Devil's Double,6.5,208,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2011,Lee Tamahori,Dominic Cooper,Ludivine Sagnier,Raad Rawi,0,0.5,0.0,0.5,0.0
20000000,28.867568,54956140,101.0,The Crazies,6.2,633,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2010,Breck Eisner,Timothy Olyphant,Radha Mitchell,Joe Anderson,1,0.6666666666666666,1.0,0.75,1.0
15000000,118.968562,274925095,125.0,Spirited Away,8.3,3840,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2001,Hayao Miyazaki,Rumi Hiiragi,Miyu Irino,Mari Natsuki,1,1.0,1.0,1.0,1.0
25000000,7.436491,8613462,132.0,The Bounty,6.5,108,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1984,Roger Donaldson,Mel Gibson,Anthony Hopkins,Laurence Olivier,0,0.6666666666666666,0.8666666666666667,0.8,0.0
19000000,17.952817,18755936,109.0,Sex Drive,6.0,342,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2008,Sean Anders,Josh Zuckerman,Amanda Crew,Clark Duke,0,0.5,0.0,0.0,0.0
19000000,21.959742,29922472,100.0,Leap Year,6.4,465,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010,Anand Tucker,Amy Adams,Matthew Goode,Adam Scott,1,0.5,1.0,1.0,1.0
19000000,4.229942,4750000,188.0,The Fall of the Roman Empire,6.0,33,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1964,Anthony Mann,Sophia Loren,Stephen Boyd,Alec Guinness,0,0.0,0.0,0.0,0.0
19000000,11.766564,6928068,97.0,Take Me Home Tonight,6.2,208,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2011,Michael Dowse,Topher Grace,Anna Faris,Dan Fogler,0,0.0,0.5,0.8,0.3333333333333333
19000000,0.068228,2119994,93.0,The Nutcracker,5.6,5,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1993,Emile Ardolino,Darci Kistler,Damian Woetzel,Bart Robinson Cook,0,0.0,0.0,0.0,0.0
19000000,30.205943,108047131,90.0,The Amityville Horror,6.0,588,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2005,Andrew Douglas,Ryan Reynolds,Melissa George,Jesse James,1,1.0,0.7777777777777778,1.0,1.0
19000000,26.441669,32801173,114.0,Adaptation.,7.3,638,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,Spike Jonze,Nicolas Cage,Meryl Streep,Chris Cooper,1,0.75,0.46153846153846156,0.5,0.8
15000000,15.262492,46770602,93.0,Land of the Dead,6.0,381,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2005,George A. Romero,Simon Baker,John Leguizamo,Dennis Hopper,1,1.0,1.0,0.8,0.4
